id action freq period
24 A44 P8 1-3
12 A81 P5 3-5
24 A95 P6 1-3
14 A40 P7 3-5
6 A86 P1 9-12
4 A18 P10 9-12
2 A9 P9 3-5
21 A7 P5 1-3
20 A89 P10 1-3
10 A65 P3 9-12
14 A17 P3 1-3
11 A81 P8 3-5
11 A25 P9 1-3
21 A14 P9 1-3
2 A2 P2 1-3
20 A39 P4 3-5
3 A63 P3 3-5
5 A63 P3 3-5
13 A44 P1 9-12
16 A44 P8 3-5
7 A26 P4 3-5
12 A35 P7 3-5
16 A4 P4 3-5
29 A56 P6 9-12
20 A88 P1 9-12
17 A71 P7 1-3
17 A47 P7 1-3
5 A16 P3 1-3
3 A42 P5 3-5
3 A4 P4 3-5
21 A3 P9 9-12
16 A37 P1 3-5
2 A55 P4 9-12
6 A17 P9 3-5
12 A61 P7 1-3
16 A62 P2 1-3
27 A52 P7 1-3
21 A67 P1 9-12
23 A52 P4 9-12
25 A41 P7 9-12
5 A37 P1 3-5
17 A74 P9 3-5
27 A19 P1 9-12
23 A88 P9 1-3
27 A88 P5 9-12
7 A42 P2 3-5
22 A68 P9 1-3
20 A62 P5 9-12
29 A77 P5 1-3
28 A46 P8 1-3
23 A50 P4 1-3
20 A6 P7 9-12
3 A63 P2 1-3
15 A22 P8 9-12
6 A78 P2 1-3
27 A68 P7 1-3
8 A41 P8 1-3
12 A15 P10 3-5
28 A0 P8 9-12
22 A80 P6 9-12
19 A38 P8 9-12
15 A63 P3 1-3
25 A73 P2 9-12
13 A79 P4 3-5
18 A29 P3 1-3
12 A74 P2 1-3
20 A1 P7 9-12
21 A77 P3 1-3
20 A60 P2 3-5
3 A65 P8 1-3
18 A77 P1 1-3
17 A14 P7 3-5
6 A23 P2 1-3
29 A84 P7 3-5
5 A85 P3 9-12
8 A42 P3 9-12
1 A97 P4 9-12
19 A85 P7 3-5
4 A81 P2 1-3
20 A36 P6 3-5
17 A90 P9 1-3
8 A38 P3 1-3
11 A49 P10 3-5
27 A28 P4 1-3
22 A28 P1 1-3
27 A53 P4 9-12
23 A83 P7 1-3
12 A63 P3 3-5
22 A4 P2 1-3
2 A25 P6 3-5
2 A96 P4 3-5
4 A45 P2 1-3
29 A26 P7 3-5
19 A3 P6 1-3
20 A1 P6 3-5
17 A67 P4 1-3
19 A64 P10 3-5
25 A53 P6 9-12
14 A98 P5 3-5
10 A40 P8 9-12
22 A47 P9 9-12
21 A58 P10 3-5
27 A92 P8 3-5
14 A98 P6 3-5
29 A51 P3 3-5
25 A33 P5 1-3
1 A89 P4 1-3
23 A77 P9 1-3
22 A19 P2 3-5
26 A5 P3 9-12
22 A45 P10 9-12
16 A89 P5 1-3
18 A72 P7 3-5
12 A79 P10 3-5
7 A54 P10 9-12
3 A8 P3 1-3
5 A48 P10 9-12
14 A78 P3 9-12
20 A71 P6 3-5
23 A59 P4 3-5
2 A40 P3 3-5
1 A71 P7 1-3
30 A22 P2 3-5
14 A51 P3 3-5
8 A56 P6 1-3
12 A82 P3 3-5
24 A77 P2 3-5
2 A56 P5 3-5
3 A94 P2 3-5
10 A1 P2 1-3
26 A68 P8 9-12
18 A54 P3 9-12
15 A30 P4 1-3
1 A28 P8 1-3
23 A5 P1 9-12
3 A31 P8 3-5
13 A32 P7 3-5
15 A48 P8 9-12
9 A54 P4 9-12
13 A52 P9 1-3
21 A52 P3 1-3
6 A9 P6 9-12
5 A32 P1 9-12
7 A73 P1 9-12
29 A8 P10 3-5
10 A87 P1 3-5
4 A60 P6 3-5
21 A47 P1 1-3
25 A90 P9 1-3
25 A59 P4 3-5
23 A88 P1 1-3
3 A78 P3 9-12
12 A93 P8 1-3
9 A55 P6 9-12
16 A38 P5 9-12
4 A73 P9 9-12
29 A73 P5 9-12
6 A36 P1 1-3
11 A53 P8 9-12
18 A56 P6 3-5
26 A19 P9 9-12
4 A31 P3 9-12
6 A35 P10 3-5
19 A34 P3 3-5
7 A10 P1 3-5
9 A40 P2 1-3
2 A12 P8 9-12
29 A53 P10 9-12
14 A65 P6 3-5
6 A25 P1 9-12
11 A48 P5 9-12
21 A64 P3 1-3
20 A9 P1 3-5
22 A96 P4 1-3
18 A50 P5 1-3
19 A11 P6 3-5
15 A39 P6 9-12
11 A85 P2 1-3
4 A6 P9 1-3
25 A95 P7 9-12
1 A92 P5 1-3
23 A13 P8 9-12
15 A75 P1 9-12
22 A28 P7 1-3
7 A35 P2 9-12
8 A20 P1 9-12
24 A98 P9 1-3
22 A92 P9 3-5
24 A90 P10 1-3
12 A6 P7 9-12
28 A0 P3 9-12
20 A34 P8 3-5
13 A55 P5 1-3
13 A77 P2 9-12
1 A97 P4 3-5
28 A93 P9 9-12
18 A32 P4 3-5
8 A20 P2 1-3
23 A43 P9 3-5
18 A41 P6 1-3
6 A48 P5 9-12
27 A97 P4 1-3
26 A29 P4 1-3
3 A61 P6 3-5
21 A72 P1 9-12
1 A5 P10 9-12
1 A44 P6 3-5
25 A90 P2 1-3
5 A32 P1 3-5
6 A85 P10 9-12
21 A94 P6 9-12
3 A23 P10 9-12
8 A68 P8 1-3
22 A78 P3 3-5
30 A1 P3 3-5
20 A80 P5 1-3
4 A97 P7 9-12
28 A80 P6 3-5
10 A27 P6 3-5
12 A21 P3 3-5
19 A32 P9 1-3
15 A43 P9 3-5
3 A66 P4 1-3
10 A14 P3 9-12
11 A82 P8 9-12
3 A94 P5 3-5
24 A28 P1 3-5
1 A26 P7 3-5
21 A85 P3 1-3
23 A57 P7 3-5
9 A64 P5 3-5
19 A95 P4 9-12
29 A85 P2 1-3
20 A34 P5 3-5
15 A81 P3 3-5
10 A56 P3 1-3
11 A87 P9 9-12
15 A11 P6 9-12
9 A66 P6 3-5
15 A39 P2 3-5
21 A80 P4 9-12
27 A49 P8 1-3
15 A98 P7 1-3
1 A53 P3 9-12
8 A58 P10 1-3
28 A62 P6 1-3
2 A43 P9 9-12
9 A26 P3 3-5
17 A46 P5 1-3
6 A61 P2 3-5
29 A6 P1 9-12
30 A36 P1 3-5
29 A37 P8 3-5
11 A57 P7 3-5
12 A28 P10 1-3
10 A47 P5 1-3
2 A87 P3 1-3
22 A14 P5 9-12
14 A50 P10 1-3
18 A43 P9 3-5
10 A88 P5 3-5
26 A75 P1 1-3
13 A55 P8 1-3
2 A67 P6 1-3
12 A58 P1 1-3
17 A51 P3 3-5
12 A13 P3 9-12
28 A61 P2 9-12
20 A60 P2 1-3
19 A34 P5 3-5
14 A5 P5 9-12
29 A23 P2 9-12
10 A18 P9 9-12
20 A21 P1 1-3
6 A95 P10 1-3
28 A9 P6 3-5
19 A59 P9 3-5
21 A68 P6 3-5
12 A37 P3 3-5
10 A95 P8 1-3
12 A40 P9 1-3
26 A85 P5 1-3
20 A22 P1 3-5
29 A49 P6 3-5
20 A95 P4 3-5
10 A56 P9 3-5
30 A86 P9 9-12
8 A70 P1 1-3
21 A89 P10 9-12
22 A27 P3 3-5
14 A70 P10 3-5
16 A1 P3 3-5
28 A80 P9 9-12
9 A60 P7 1-3
5 A88 P1 3-5
18 A27 P8 3-5
7 A74 P8 9-12
17 A71 P8 3-5
29 A85 P6 1-3
4 A49 P3 1-3
28 A24 P9 3-5
14 A60 P10 1-3
17 A12 P5 3-5
25 A9 P7 1-3
29 A91 P10 9-12
6 A16 P5 3-5
12 A5 P3 9-12
6 A28 P4 1-3
29 A90 P3 1-3
3 A61 P6 3-5
2 A27 P10 3-5
21 A26 P1 3-5
16 A87 P4 3-5
18 A0 P8 9-12
28 A22 P5 1-3
23 A67 P9 1-3
5 A27 P10 1-3
23 A63 P3 1-3
17 A61 P3 3-5
6 A81 P10 9-12
15 A25 P1 1-3
16 A15 P5 3-5
4 A48 P7 3-5
21 A37 P8 3-5
18 A3 P1 9-12
8 A82 P6 9-12
20 A38 P5 1-3
11 A74 P2 9-12
3 A88 P1 9-12
18 A39 P1 3-5
23 A30 P4 9-12
7 A43 P9 9-12
7 A20 P4 9-12
29 A93 P6 3-5
16 A26 P2 3-5
26 A25 P10 1-3
13 A18 P3 1-3
18 A64 P5 1-3
20 A85 P2 9-12
12 A50 P4 3-5
4 A42 P8 9-12
16 A50 P8 3-5
12 A47 P5 9-12
20 A60 P7 1-3
6 A50 P8 1-3
6 A74 P2 9-12
6 A23 P7 9-12
6 A59 P10 3-5
19 A74 P6 9-12
8 A0 P7 9-12
26 A78 P3 9-12
25 A39 P7 9-12
3 A4 P5 3-5
1 A52 P1 1-3
18 A80 P10 3-5
6 A15 P3 3-5
12 A80 P2 9-12
8 A12 P5 3-5
22 A90 P4 9-12
4 A5 P3 9-12
24 A37 P1 3-5
1 A98 P6 9-12
3 A48 P6 9-12
25 A1 P3 3-5
9 A34 P8 1-3
28 A33 P8 1-3
2 A22 P6 3-5
11 A60 P6 1-3
12 A16 P8 1-3
13 A33 P8 9-12
6 A75 P1 9-12
8 A44 P10 1-3
15 A48 P10 1-3
25 A60 P7 9-12
13 A74 P9 1-3
19 A41 P5 1-3
19 A55 P9 1-3
22 A50 P8 1-3
28 A66 P9 3-5
7 A11 P7 3-5
4 A82 P3 3-5
23 A13 P8 1-3
3 A90 P9 3-5
30 A55 P5 3-5
16 A41 P6 1-3
7 A36 P9 3-5
10 A86 P5 3-5
12 A35 P5 9-12
21 A20 P7 1-3
11 A29 P1 3-5
20 A55 P6 3-5
28 A6 P9 3-5
13 A36 P1 3-5
11 A94 P9 3-5
9 A28 P3 1-3
20 A95 P1 9-12
8 A8 P9 1-3
26 A64 P4 1-3
26 A19 P9 3-5
3 A93 P9 1-3
10 A58 P7 1-3
8 A83 P7 9-12
10 A73 P2 9-12
8 A36 P1 9-12
23 A37 P3 1-3
13 A76 P1 9-12
29 A63 P7 1-3
7 A92 P5 9-12
15 A12 P6 9-12
29 A62 P3 9-12
9 A72 P7 1-3
28 A31 P4 9-12
10 A14 P7 9-12
8 A24 P9 3-5
20 A61 P5 3-5
6 A79 P1 1-3
17 A14 P5 9-12
10 A56 P6 3-5
25 A46 P7 9-12
24 A27 P8 3-5
6 A70 P1 3-5
16 A23 P8 3-5
10 A62 P5 9-12
7 A6 P7 3-5
24 A5 P3 3-5
6 A50 P6 9-12
12 A76 P9 1-3
30 A16 P8 1-3
7 A40 P2 3-5
30 A35 P9 1-3
22 A30 P1 9-12
17 A50 P8 3-5
15 A9 P3 1-3
22 A97 P9 3-5
20 A15 P9 3-5
14 A23 P9 9-12
5 A32 P5 9-12
11 A83 P1 3-5
24 A43 P2 1-3
12 A3 P7 1-3
8 A82 P5 3-5
28 A59 P5 9-12
11 A94 P5 9-12
27 A49 P2 9-12
7 A74 P2 9-12
12 A28 P1 1-3
15 A97 P8 1-3
7 A40 P2 3-5
19 A46 P4 3-5
11 A58 P10 9-12
13 A67 P8 9-12
8 A82 P8 3-5
27 A2 P4 3-5
9 A30 P6 3-5
29 A69 P1 9-12
30 A62 P6 9-12
1 A37 P9 1-3
7 A9 P10 3-5
13 A65 P10 3-5
16 A43 P9 1-3
8 A89 P7 3-5
18 A72 P3 9-12
20 A61 P2 9-12
24 A23 P7 3-5
30 A62 P5 1-3
8 A1 P4 3-5
17 A15 P10 9-12
16 A73 P10 3-5
21 A65 P6 3-5
4 A84 P3 3-5
23 A91 P5 9-12
4 A52 P9 9-12
26 A19 P1 1-3
10 A58 P10 1-3
20 A80 P8 9-12
11 A46 P10 3-5
2 A65 P4 9-12
20 A51 P3 9-12
28 A38 P2 9-12
2 A82 P9 9-12
7 A84 P5 3-5
3 A31 P8 3-5
12 A59 P10 3-5
22 A40 P8 1-3
22 A57 P7 3-5
23 A64 P1 3-5
6 A50 P6 3-5
15 A9 P2 1-3
13 A24 P9 1-3
25 A94 P5 3-5
3 A51 P10 9-12
21 A29 P2 1-3
14 A77 P3 1-3
26 A46 P7 1-3
5 A32 P6 9-12
10 A75 P10 3-5
16 A87 P8 9-12
28 A96 P6 3-5
9 A85 P5 3-5
29 A31 P3 9-12
8 A76 P10 3-5
25 A0 P6 3-5
17 A28 P7 3-5
12 A83 P9 1-3
30 A29 P1 1-3
13 A61 P2 3-5
15 A35 P2 1-3
3 A19 P1 3-5
4 A11 P6 1-3
19 A3 P8 3-5
23 A24 P3 3-5
12 A63 P7 1-3
16 A89 P7 9-12
7 A67 P5 3-5
4 A5 P3 9-12
12 A58 P7 1-3
26 A66 P4 3-5
18 A65 P10 3-5
27 A16 P9 1-3
15 A80 P4 9-12
29 A68 P6 9-12
11 A32 P4 9-12
12 A42 P6 9-12
6 A21 P2 3-5
20 A71 P2 1-3
20 A49 P9 9-12
3 A53 P7 9-12
30 A21 P1 9-12
12 A75 P1 3-5
22 A17 P9 1-3
23 A8 P9 9-12
15 A53 P3 9-12
13 A32 P1 9-12
4 A1 P8 1-3
7 A44 P3 3-5
16 A33 P1 9-12
30 A23 P2 1-3
12 A77 P7 3-5
6 A4 P10 3-5
4 A77 P7 1-3
3 A84 P3 1-3
20 A34 P2 3-5
22 A75 P1 3-5
18 A17 P7 3-5
8 A76 P7 3-5
26 A19 P5 9-12
17 A75 P7 9-12
20 A31 P6 9-12
21 A91 P10 1-3
24 A57 P8 9-12
27 A84 P1 3-5
26 A68 P5 3-5
23 A92 P9 9-12
15 A55 P4 9-12
11 A54 P10 9-12
10 A75 P1 9-12
23 A84 P6 3-5
15 A58 P3 1-3
13 A50 P8 1-3
6 A32 P6 9-12
10 A54 P5 9-12
19 A24 P7 1-3
23 A36 P1 1-3
4 A40 P6 3-5
29 A54 P5 9-12
6 A92 P7 1-3
12 A61 P3 3-5
5 A41 P2 1-3
24 A20 P10 9-12
27 A38 P6 9-12
27 A45 P3 9-12
27 A76 P2 3-5
10 A87 P6 9-12
16 A23 P2 9-12
19 A75 P1 9-12
26 A30 P4 1-3
11 A77 P9 1-3
1 A53 P9 9-12
2 A67 P7 1-3
21 A4 P4 3-5
14 A11 P3 3-5
21 A84 P10 3-5
26 A68 P4 9-12
19 A99 P9 9-12
8 A44 P8 1-3
15 A43 P7 9-12
24 A75 P10 9-12
14 A86 P7 1-3
8 A32 P7 1-3
21 A65 P9 3-5
30 A96 P6 3-5
1 A41 P6 1-3
28 A37 P6 3-5
19 A23 P7 1-3
25 A6 P10 1-3
5 A63 P4 1-3
3 A41 P3 1-3
10 A58 P10 1-3
24 A30 P6 9-12
2 A49 P3 3-5
12 A33 P10 1-3
6 A63 P8 9-12
9 A4 P4 3-5
8 A80 P5 3-5
19 A63 P3 1-3
5 A8 P7 3-5
15 A43 P8 3-5
27 A78 P5 1-3
21 A50 P5 1-3
12 A16 P5 3-5
6 A81 P9 1-3
21 A92 P1 3-5
8 A71 P7 9-12
6 A33 P2 1-3
19 A19 P1 9-12
10 A51 P3 9-12
22 A14 P7 1-3
8 A80 P7 9-12
5 A55 P1 1-3
9 A13 P5 1-3
11 A21 P4 1-3
11 A61 P2 3-5
8 A74 P6 9-12
18 A15 P1 1-3
26 A62 P5 9-12
6 A51 P5 1-3
18 A72 P3 3-5
29 A96 P6 3-5
5 A32 P8 1-3
7 A44 P8 3-5
9 A76 P7 3-5
21 A71 P3 3-5
3 A55 P10 3-5
16 A49 P3 9-12
21 A35 P7 3-5
19 A69 P10 3-5
22 A26 P4 3-5
16 A39 P10 3-5
4 A98 P5 1-3
12 A58 P9 1-3
6 A25 P10 1-3
12 A43 P9 3-5
6 A17 P2 3-5
2 A9 P5 1-3
3 A8 P7 9-12
22 A76 P4 9-12
6 A96 P1 9-12
23 A41 P6 1-3
25 A81 P8 1-3
19 A58 P2 1-3
29 A22 P4 3-5
4 A52 P8 3-5
3 A45 P10 9-12
27 A66 P7 1-3
19 A51 P3 1-3
13 A56 P3 3-5
26 A37 P9 3-5
5 A30 P4 3-5
7 A12 P8 9-12
16 A87 P2 9-12
13 A53 P5 9-12
2 A13 P10 9-12
9 A35 P5 3-5
15 A97 P2 9-12
21 A12 P2 9-12
21 A20 P10 3-5
10 A47 P5 1-3
8 A72 P4 1-3
25 A52 P1 1-3
26 A82 P6 3-5
11 A99 P5 9-12
25 A25 P7 9-12
5 A8 P10 1-3
29 A41 P10 3-5
27 A96 P9 3-5
29 A89 P7 9-12
27 A93 P3 1-3
21 A86 P9 9-12
29 A46 P6 1-3
7 A70 P1 3-5
17 A24 P9 3-5
4 A6 P3 1-3
20 A17 P8 3-5
7 A43 P9 9-12
9 A3 P10 9-12
2 A44 P8 9-12
8 A81 P7 9-12
7 A45 P10 9-12
10 A72 P7 9-12
5 A32 P9 1-3
16 A36 P10 3-5
24 A44 P3 9-12
7 A98 P5 3-5
12 A95 P3 3-5
24 A89 P4 3-5
20 A67 P7 9-12
19 A29 P1 1-3
25 A47 P9 1-3
4 A38 P8 3-5
8 A23 P2 3-5
11 A10 P8 1-3
12 A40 P6 9-12
15 A62 P4 3-5
13 A70 P1 9-12
3 A30 P4 3-5
3 A82 P1 3-5
6 A69 P10 3-5
30 A51 P3 3-5
2 A45 P3 9-12
10 A19 P8 3-5
20 A78 P3 9-12
8 A6 P5 9-12
1 A72 P6 1-3
7 A4 P7 9-12
17 A10 P1 3-5
7 A45 P3 1-3
10 A58 P10 1-3
4 A68 P6 3-5
2 A68 P3 9-12
30 A40 P2 9-12
27 A61 P9 3-5
29 A78 P3 9-12
6 A14 P3 3-5
22 A43 P9 9-12
8 A35 P8 9-12
21 A71 P7 9-12
9 A95 P8 1-3
8 A52 P7 1-3
30 A11 P9 3-5
11 A90 P9 1-3
2 A23 P9 3-5
11 A15 P1 3-5
24 A27 P4 1-3
13 A67 P5 9-12
1 A39 P8 3-5
3 A21 P1 9-12
28 A33 P5 1-3
23 A38 P9 3-5
8 A65 P10 3-5
10 A8 P9 1-3
18 A58 P4 1-3
4 A68 P6 9-12
18 A41 P5 9-12
15 A12 P7 1-3
29 A85 P10 1-3
18 A14 P7 1-3
12 A0 P3 9-12
10 A16 P4 3-5
2 A64 P3 3-5
11 A96 P4 9-12
11 A50 P8 1-3
1 A45 P10 3-5
2 A65 P7 3-5
10 A94 P10 3-5
7 A98 P6 3-5
4 A72 P7 3-5
26 A68 P4 3-5
19 A4 P7 1-3
24 A57 P2 3-5
8 A0 P8 1-3
3 A61 P4 3-5
16 A59 P2 3-5
19 A7 P4 1-3
20 A8 P5 1-3
16 A63 P3 9-12
20 A52 P1 3-5
25 A70 P4 3-5
27 A38 P10 1-3
30 A8 P9 1-3
7 A73 P6 9-12
9 A72 P5 3-5
6 A76 P9 3-5
27 A65 P10 3-5
1 A61 P8 3-5
29 A80 P4 1-3
16 A75 P3 1-3
29 A95 P10 3-5
8 A28 P2 1-3
12 A73 P10 9-12
12 A53 P4 1-3
20 A52 P3 9-12
19 A45 P3 1-3
28 A40 P8 1-3
8 A19 P6 9-12
27 A75 P10 3-5
16 A83 P1 9-12
1 A52 P1 9-12
17 A25 P6 1-3
10 A4 P7 3-5
3 A92 P8 9-12
27 A69 P3 3-5
18 A87 P9 3-5
18 A93 P9 9-12
19 A82 P4 9-12
16 A87 P3 9-12
24 A7 P6 9-12
7 A33 P3 1-3
19 A39 P7 1-3
7 A92 P4 3-5
5 A66 P9 3-5
30 A69 P6 9-12
28 A46 P2 1-3
23 A33 P1 3-5
13 A25 P6 1-3
11 A31 P5 1-3
4 A86 P10 9-12
30 A80 P7 9-12
14 A78 P1 9-12
12 A80 P3 9-12
3 A37 P9 3-5
23 A80 P1 9-12
29 A80 P10 9-12
15 A31 P1 9-12
13 A3 P2 1-3
8 A41 P5 1-3
16 A92 P10 3-5
9 A18 P7 9-12
22 A49 P7 3-5
27 A31 P5 3-5
24 A44 P8 3-5
26 A19 P4 9-12
26 A20 P10 3-5
2 A50 P8 1-3
8 A76 P9 3-5
7 A10 P1 9-12
14 A27 P7 3-5
28 A70 P1 3-5
3 A80 P10 3-5
10 A35 P2 9-12
21 A15 P10 3-5
20 A72 P4 9-12
28 A83 P1 1-3
8 A44 P8 9-12
8 A62 P4 3-5
9 A13 P6 1-3
27 A84 P2 3-5
12 A50 P8 1-3
6 A24 P9 9-12
10 A58 P1 1-3
8 A5 P3 9-12
26 A65 P1 9-12
22 A98 P10 9-12
4 A7 P7 9-12
12 A86 P6 9-12
22 A91 P10 9-12
1 A58 P2 1-3
13 A82 P10 9-12
3 A5 P3 3-5
17 A12 P4 1-3
25 A86 P2 3-5
23 A3 P5 1-3
20 A68 P1 1-3
15 A30 P4 1-3
26 A68 P6 9-12
25 A14 P6 9-12
2 A65 P10 9-12
23 A17 P4 9-12
25 A27 P1 1-3
14 A1 P3 3-5
23 A7 P5 9-12
20 A8 P3 9-12
27 A59 P6 3-5
3 A48 P8 9-12
6 A34 P4 3-5
11 A64 P5 3-5
24 A86 P9 3-5
19 A86 P2 9-12
9 A26 P9 9-12
6 A76 P10 3-5
28 A39 P5 1-3
13 A54 P2 9-12
17 A78 P5 1-3
7 A12 P5 3-5
29 A85 P10 3-5
26 A64 P2 1-3
30 A14 P7 3-5
2 A83 P3 3-5
30 A35 P2 3-5
16 A70 P6 1-3
9 A81 P10 9-12
17 A46 P7 9-12
14 A57 P5 9-12
6 A32 P3 1-3
6 A0 P4 1-3
28 A98 P7 1-3
27 A16 P2 3-5
26 A50 P8 1-3
14 A40 P6 3-5
23 A37 P10 1-3
6 A16 P7 3-5
15 A8 P9 1-3
10 A9 P5 9-12
10 A63 P9 1-3
27 A2 P2 3-5
25 A47 P1 9-12
26 A19 P1 9-12
7 A33 P2 3-5
29 A35 P3 1-3
26 A48 P6 3-5
8 A32 P6 1-3
17 A94 P5 3-5
22 A63 P3 9-12
12 A79 P1 1-3
14 A37 P4 3-5
11 A88 P1 1-3
29 A94 P6 9-12
17 A23 P5 9-12
14 A52 P2 1-3
23 A31 P1 1-3
30 A73 P5 1-3
16 A81 P8 3-5
29 A68 P2 1-3
5 A12 P8 9-12
26 A55 P2 1-3
24 A67 P6 1-3
9 A80 P3 3-5
13 A63 P3 1-3
6 A97 P3 9-12
4 A91 P3 9-12
21 A63 P9 1-3
20 A66 P6 3-5
27 A64 P3 9-12
7 A55 P1 1-3
14 A51 P7 3-5
9 A0 P2 9-12
14 A56 P6 3-5
30 A44 P6 3-5
23 A81 P10 9-12
1 A36 P9 3-5
6 A61 P2 3-5
13 A88 P6 1-3
12 A47 P9 9-12
2 A15 P4 3-5
11 A6 P5 9-12
11 A85 P10 3-5
1 A55 P4 3-5
10 A93 P10 9-12
1 A0 P8 3-5
3 A67 P9 3-5
10 A77 P2 1-3
19 A7 P7 3-5
2 A5 P6 9-12
15 A85 P3 1-3
27 A69 P10 9-12
8 A44 P10 3-5
12 A48 P3 9-12
12 A79 P1 9-12
22 A97 P10 9-12
5 A32 P5 1-3
23 A47 P10 9-12
15 A98 P1 1-3
19 A77 P6 3-5
26 A54 P3 9-12
22 A42 P6 9-12
26 A60 P5 3-5
11 A77 P6 3-5
6 A38 P8 3-5
8 A65 P10 3-5
5 A23 P5 3-5
7 A38 P6 1-3
21 A91 P10 3-5
22 A82 P6 3-5
7 A42 P5 3-5
27 A73 P8 3-5
20 A34 P3 9-12
13 A45 P9 3-5
29 A32 P6 1-3
5 A32 P8 9-12
12 A28 P4 1-3
27 A68 P8 3-5
1 A95 P6 3-5
30 A78 P5 9-12
10 A5 P7 9-12
1 A41 P7 1-3
3 A97 P7 9-12
27 A31 P10 3-5
23 A30 P6 3-5
10 A58 P10 9-12
27 A44 P8 3-5
3 A27 P7 3-5
8 A76 P9 1-3
27 A17 P9 3-5
18 A17 P7 3-5
16 A59 P6 9-12
14 A68 P4 9-12
10 A40 P2 3-5
3 A32 P3 9-12
6 A80 P10 9-12
3 A32 P6 3-5
30 A28 P2 1-3
14 A53 P7 9-12
22 A59 P10 3-5
30 A87 P3 9-12
17 A46 P2 3-5
26 A65 P10 3-5
1 A78 P2 9-12
21 A94 P5 3-5
13 A24 P9 3-5
29 A80 P3 3-5
16 A89 P10 1-3
19 A76 P9 3-5
1 A64 P4 3-5
26 A46 P3 3-5
5 A0 P7 9-12
13 A38 P8 3-5
17 A52 P1 9-12
16 A71 P9 3-5
24 A97 P9 3-5
13 A7 P6 3-5
30 A29 P1 1-3
5 A73 P7 9-12
10 A58 P7 3-5
29 A20 P10 9-12
29 A63 P3 1-3
25 A87 P10 3-5
5 A32 P10 9-12
11 A80 P8 3-5
7 A35 P2 9-12
29 A47 P8 1-3
28 A83 P4 3-5
1 A82 P8 1-3
6 A94 P5 3-5
22 A25 P2 9-12
27 A2 P10 3-5
15 A42 P4 3-5
9 A76 P5 3-5
10 A16 P1 9-12
14 A54 P7 9-12
19 A44 P6 9-12
15 A28 P3 1-3
28 A45 P5 1-3
6 A19 P1 3-5
16 A19 P1 1-3
1 A41 P1 1-3
4 A88 P8 9-12
11 A96 P6 9-12
11 A55 P6 3-5
16 A75 P1 3-5
11 A84 P1 1-3
19 A52 P9 9-12
4 A30 P4 1-3
27 A23 P1 1-3
27 A56 P3 3-5
13 A81 P1 1-3
2 A24 P5 1-3
7 A69 P10 9-12
26 A64 P3 9-12
29 A24 P9 3-5
28 A86 P3 1-3
20 A88 P5 1-3
10 A58 P8 1-3
16 A27 P8 9-12
22 A67 P9 3-5
19 A55 P7 9-12
11 A31 P3 1-3
16 A87 P1 3-5
17 A76 P5 3-5
2 A97 P4 3-5
24 A33 P5 1-3
11 A31 P1 1-3
18 A41 P10 1-3
22 A4 P7 1-3
27 A25 P10 3-5
11 A36 P3 9-12
20 A73 P4 3-5
14 A45 P4 9-12
9 A75 P10 9-12
26 A19 P7 9-12
21 A97 P5 1-3
8 A58 P2 1-3
10 A41 P6 3-5
16 A45 P3 9-12
25 A81 P3 3-5
29 A61 P2 3-5
25 A15 P10 3-5
22 A11 P6 3-5
12 A41 P4 3-5
6 A99 P6 9-12
8 A71 P7 3-5
19 A24 P3 3-5
20 A7 P9 9-12
10 A25 P10 3-5
22 A31 P8 9-12
3 A45 P3 1-3
19 A53 P2 9-12
10 A77 P2 3-5
24 A0 P4 9-12
24 A27 P7 9-12
29 A52 P1 1-3
9 A72 P8 3-5
18 A29 P1 1-3
25 A36 P6 1-3
7 A9 P5 1-3
10 A70 P2 3-5
30 A34 P7 3-5
14 A16 P8 3-5
8 A13 P9 3-5
14 A64 P8 1-3
2 A65 P5 9-12
21 A14 P7 3-5
11 A90 P9 9-12
25 A41 P1 1-3
16 A67 P7 3-5
23 A56 P6 3-5
25 A38 P7 3-5
11 A82 P6 3-5
26 A37 P2 3-5
9 A79 P6 9-12
10 A65 P5 1-3
26 A68 P10 9-12
23 A31 P3 9-12
1 A61 P8 3-5
28 A84 P7 1-3
13 A89 P1 1-3
24 A74 P6 9-12
28 A68 P10 9-12
17 A19 P1 1-3
21 A25 P5 3-5
27 A65 P10 1-3
22 A50 P10 1-3
11 A97 P7 3-5
15 A6 P3 3-5
12 A74 P6 3-5
29 A19 P1 1-3
8 A67 P7 3-5
28 A26 P7 3-5
24 A1 P7 3-5
4 A94 P2 9-12
14 A17 P10 9-12
21 A47 P9 1-3
12 A54 P1 9-12
20 A8 P3 1-3
17 A12 P6 9-12
29 A44 P10 3-5
11 A64 P3 1-3
4 A50 P1 1-3
24 A96 P3 3-5
7 A49 P6 3-5
22 A44 P2 1-3
18 A66 P10 3-5
23 A56 P4 1-3
14 A28 P1 9-12
4 A51 P4 3-5
20 A88 P1 1-3
8 A45 P8 1-3
23 A86 P5 3-5
10 A48 P7 3-5
10 A88 P5 3-5
13 A73 P1 9-12
18 A32 P8 1-3
16 A30 P4 1-3
12 A41 P6 1-3
18 A99 P1 9-12
25 A97 P1 9-12
6 A30 P5 9-12
26 A19 P1 1-3
11 A79 P1 1-3
25 A51 P1 3-5
25 A74 P6 9-12
1 A46 P9 3-5
21 A54 P3 3-5
17 A87 P9 9-12
24 A30 P1 9-12
27 A79 P1 1-3
4 A85 P5 1-3
3 A18 P2 1-3
